Date_Heure,Year,Month,Day,Temp_max,Temp_min,Temp_ave,Precipitation_mm
2010-01-01,2010,1,1,-4,-5.6,-4.8,10
2010-01-02,2010,1,2,-2.9,-5.2,-4.1,10.2
2010-01-03,2010,1,3,4,-3.4,0.3,1.2
2010-01-04,2010,1,4,0,-4.9,-2.5,0.7
2010-01-05,2010,1,5,-3,-6.3,-4.7,0.4
2010-01-06,2010,1,6,-1.7,-4.5,-3.1,0
2010-01-07,2010,1,7,-2.1,-9.2,-5.7,0
2010-01-08,2010,1,8,-3.6,-10.5,-7.1,0
2010-01-09,2010,1,9,-9.2,-17,-13.1,0
2010-01-10,2010,1,10,-12.4,-19.6,-16,0.4
2010-01-11,2010,1,11,-5.4,-16.2,-10.8,0.5
2010-01-12,2010,1,12,-9.4,-17,-13.2,0
2010-01-13,2010,1,13,-10.8,-21.5,-16.2,0
2010-01-14,2010,1,14,-5.6,-22.3,-14,2.1
2010-01-15,2010,1,15,1.4,-5.7,-2.2,0
2010-01-16,2010,1,16,1.3,-12.3,-5.5,0.8
2010-01-17,2010,1,17,-6.8,-14.1,-10.5,0
2010-01-18,2010,1,18,-3.8,-6.9,-5.4,0.5
2010-01-19,2010,1,19,-2.8,-4.9,-3.9,1.7
2010-01-20,2010,1,20,-0.7,-6.9,-3.8,0.6
2010-01-21,2010,1,21,-3.4,-9.2,-6.3,0
2010-01-22,2010,1,22,-3.8,-14.6,-9.2,0
2010-01-23,2010,1,23,-6.1,-18.2,-12.2,0
2010-01-24,2010,1,24,-2,-12.7,-7.4,1.2
2010-01-25,2010,1,25,6.5,-2.4,2.1,35
2010-01-26,2010,1,26,3,0.1,1.6,0.8
2010-01-27,2010,1,27,0.4,-8.5,-4.1,2.6
2010-01-28,2010,1,28,-2.7,-10.7,-6.7,2.7
2010-01-29,2010,1,29,-9.2,-17.9,-13.6,2.5
2010-01-30,2010,1,30,-14.9,-21.1,-18,1.3
2010-01-31,2010,1,31,-11.7,-20.5,-16.1,2
2010-02-01,2010,2,1,-12.6,-18.9,-15.8,0.5
2010-02-02,2010,2,2,-14.5,-24.6,-19.6,0
2010-02-03,2010,2,3,-8.2,-22.4,-15.3,0
2010-02-04,2010,2,4,-9.1,-16.1,-12.6,0
2010-02-05,2010,2,5,-9.9,-17.6,-13.8,0
2010-02-06,2010,2,6,-7.3,-19.2,-13.3,0.4
2010-02-07,2010,2,7,-5.5,-11.9,-8.7,0.8
2010-02-08,2010,2,8,-4.7,-8.5,-6.6,0.4
2010-02-09,2010,2,9,-1,-11.6,-6.3,0
2010-02-10,2010,2,10,-3,-14.5,-8.8,0.7
2010-02-11,2010,2,11,-1.4,-7.7,-4.6,0
2010-02-12,2010,2,12,-4.2,-8,-6.1,0
2010-02-13,2010,2,13,-2.7,-7.9,-5.3,0
2010-02-14,2010,2,14,-2.3,-6.1,-4.2,0
2010-02-15,2010,2,15,-3.1,-6.5,-4.8,0.4
2010-02-16,2010,2,16,-0.7,-5.4,-3.1,1.1
2010-02-17,2010,2,17,0.1,-4.5,-2.2,0.4
2010-02-18,2010,2,18,5.5,-2.3,1.6,4
2010-02-19,2010,2,19,2.2,-4.9,-1.4,0.6
2010-02-20,2010,2,20,2,-4.1,-1.1,0
2010-02-21,2010,2,21,1.6,-5.2,-1.8,0
2010-02-22,2010,2,22,2.1,-1.7,0.2,0
2010-02-23,2010,2,23,3.4,-0.1,1.7,0
2010-02-24,2010,2,24,1.8,0,0.9,11
2010-02-25,2010,2,25,1.5,-1.6,-0.1,5.1
2010-02-26,2010,2,26,2,-1.4,0.3,0.5
2010-02-27,2010,2,27,2.9,0.4,1.7,3.6
2010-02-28,2010,2,28,2.1,-0.6,0.8,1.5
2010-03-01,2010,3,1,5,-0.2,2.4,0
2010-03-02,2010,3,2,1.5,-2.7,-0.6,0
2010-03-03,2010,3,3,0.8,-5.6,-2.4,0
2010-03-04,2010,3,4,0.8,-5.3,-2.3,0
2010-03-05,2010,3,5,0.1,-8.3,-4.1,0
2010-03-06,2010,3,6,5.5,-6.9,-0.7,0
2010-03-07,2010,3,7,5.5,-4.7,0.4,0
2010-03-08,2010,3,8,5.5,-0.9,2.3,0
2010-03-09,2010,3,9,2.3,-4.6,-1.2,0
2010-03-10,2010,3,10,2.7,-7.6,-2.5,0
2010-03-11,2010,3,11,4.6,-5.1,-0.3,0
2010-03-12,2010,3,12,4.6,-3.9,0.4,0
2010-03-13,2010,3,13,7.4,-1.8,2.8,0
2010-03-14,2010,3,14,6.4,0.7,3.6,0
2010-03-15,2010,3,15,7.4,-2.7,2.4,0
2010-03-16,2010,3,16,14.5,-5.1,4.7,0
2010-03-17,2010,3,17,10.1,-3.9,3.1,0
2010-03-18,2010,3,18,11.1,0.8,6,0
2010-03-19,2010,3,19,4.6,0.6,2.6,0
2010-03-20,2010,3,20,6.9,-2.8,2.1,0
2010-03-21,2010,3,21,4.5,-5.2,-0.4,0
2010-03-22,2010,3,22,8.8,-2.9,3,0
2010-03-23,2010,3,23,2.4,-2.7,-0.2,12.2
2010-03-24,2010,3,24,2.8,-5,-1.1,12.6
2010-03-25,2010,3,25,10.1,-8.5,0.8,0
2010-03-26,2010,3,26,-4.6,-14,-9.3,0
2010-03-27,2010,3,27,-3.3,-14.7,-9,0
2010-03-28,2010,3,28,6.5,-4.8,0.9,10.4
2010-03-29,2010,3,29,2.4,0,1.2,13
2010-03-30,2010,3,30,4.4,-0.1,2.2,0
2010-03-31,2010,3,31,4.6,1.1,2.9,0
2010-04-01,2010,4,1,9.8,0.9,5.4,0
2010-04-02,2010,4,2,16.7,-0.3,8.2,0
2010-04-03,2010,4,3,25.9,1.6,13.8,0
2010-04-04,2010,4,4,18.4,4.6,11.5,0
2010-04-05,2010,4,5,12.9,2.1,7.5,2.6
2010-04-06,2010,4,6,16,5.6,10.8,0
2010-04-07,2010,4,7,11.2,3.8,7.5,1.6
2010-04-08,2010,4,8,7.5,0.9,4.2,0
2010-04-09,2010,4,9,7.9,4,6,6.4
2010-04-10,2010,4,10,9.8,2.7,6.3,0
2010-04-11,2010,4,11,12.1,1.5,6.8,0
2010-04-12,2010,4,12,11.8,0.8,6.3,0
2010-04-13,2010,4,13,12.6,-0.8,5.9,0
2010-04-14,2010,4,14,14.8,-1.7,6.6,0
2010-04-15,2010,4,15,9.8,-2.6,3.6,0
2010-04-16,2010,4,16,10.1,2.2,6.2,1.7
2010-04-17,2010,4,17,5.2,0.3,2.8,9.6
2010-04-18,2010,4,18,7.9,0.8,4.4,2.4
2010-04-19,2010,4,19,14.9,0.3,7.6,0.6
2010-04-20,2010,4,20,18.9,2,10.5,0
2010-04-21,2010,4,21,15.6,3.7,9.7,0
2010-04-22,2010,4,22,12.5,5,8.8,0.2
2010-04-23,2010,4,23,14.7,2,8.4,0.4
2010-04-24,2010,4,24,16.7,-0.9,7.9,4.5
2010-04-25,2010,4,25,16.6,2.5,9.6,0
2010-04-26,2010,4,26,10.1,4.3,7.2,0
2010-04-27,2010,4,27,5.1,0.7,2.9,6.4
2010-04-28,2010,4,28,14.2,3,8.6,0
2010-04-29,2010,4,29,11.6,2.4,7,0
2010-04-30,2010,4,30,19.1,3.9,11.5,0
2010-05-01,2010,5,1,21.1,2.6,11.9,0
2010-05-02,2010,5,2,25.2,10.7,18,0
2010-05-03,2010,5,3,21.8,9.4,15.6,7.4
2010-05-04,2010,5,4,20.7,8.7,14.7,0.2
2010-05-05,2010,5,5,19.1,8.5,13.8,1.2
2010-05-06,2010,5,6,19.8,6.7,13.3,5.4
2010-05-07,2010,5,7,13.6,2.1,7.9,0
2010-05-08,2010,5,8,7.7,1.3,4.5,4.8
2010-05-09,2010,5,9,7.9,1.9,4.9,0.2
2010-05-10,2010,5,10,6.8,-2,2.4,0
2010-05-11,2010,5,11,14.9,-3.5,5.7,0
2010-05-12,2010,5,12,12.6,0.2,6.4,0
2010-05-13,2010,5,13,18.9,-0.6,9.2,0
2010-05-14,2010,5,14,16.5,5.7,11.1,0.4
2010-05-15,2010,5,15,16.4,3.9,10.2,0.2
2010-05-16,2010,5,16,21.1,0.9,11,0
2010-05-17,2010,5,17,23,4.3,13.7,0
2010-05-18,2010,5,18,27.1,4.7,15.9,0
2010-05-19,2010,5,19,24.4,10.1,17.3,0
2010-05-20,2010,5,20,24.5,7.5,16,0
2010-05-21,2010,5,21,19.8,4.8,12.3,0
2010-05-22,2010,5,22,26.5,4.9,15.7,0
2010-05-23,2010,5,23,28.8,11.5,20.2,0
2010-05-24,2010,5,24,29.7,16.7,23.2,0
2010-05-25,2010,5,25,32.8,12.8,22.8,16
2010-05-26,2010,5,26,28.7,12.1,20.4,0
2010-05-27,2010,5,27,19.3,10.3,14.8,0
2010-05-28,2010,5,28,19.7,8.8,14.3,0
2010-05-29,2010,5,29,24.2,12.8,18.5,0
2010-05-30,2010,5,30,21.9,6.4,14.2,0
2010-05-31,2010,5,31,19.3,4.4,11.9,4
2010-06-01,2010,6,1,16.6,11.9,14.3,24
2010-06-02,2010,6,2,21.7,12.8,17.3,13
2010-06-03,2010,6,3,15.8,12.7,14.3,4.4
2010-06-04,2010,6,4,23.6,10.6,17.1,0.2
2010-06-05,2010,6,5,16.7,9.9,13.3,5.2
2010-06-06,2010,6,6,13.3,9.7,11.5,9.2
2010-06-07,2010,6,7,19.1,7.9,13.5,0.8
2010-06-08,2010,6,8,18.1,8.1,13.1,0.2
2010-06-09,2010,6,9,21.9,7.4,14.7,0
2010-06-10,2010,6,10,22.4,10.1,16.3,0
2010-06-11,2010,6,11,23.5,8.4,16,0
2010-06-12,2010,6,12,24,13,18.5,0
2010-06-13,2010,6,13,24.4,12.4,18.4,0
2010-06-14,2010,6,14,20.4,11.5,16,0
2010-06-15,2010,6,15,23.8,8.1,16,0
2010-06-16,2010,6,16,22.7,6.6,14.7,0.4
2010-06-17,2010,6,17,26.3,13.9,20.1,2.4
2010-06-18,2010,6,18,29.3,16.3,22.8,0
2010-06-19,2010,6,19,30.3,16.9,23.6,0.6
2010-06-20,2010,6,20,27.7,15.1,21.4,0.4
2010-06-21,2010,6,21,27,13.8,20.4,0
2010-06-22,2010,6,22,27.6,9.5,18.6,0
2010-06-23,2010,6,23,24.1,18.9,21.5,0
2010-06-24,2010,6,24,23.5,12.4,18,26.8
2010-06-25,2010,6,25,22.3,9.9,16.1,0
2010-06-26,2010,6,26,23.1,11.8,17.5,3.8
2010-06-27,2010,6,27,24.9,9.9,17.4,0
2010-06-28,2010,6,28,15.6,13.6,14.6,6.2
2010-06-29,2010,6,29,20.6,11.6,16.1,1.4
2010-06-30,2010,6,30,17.8,8.5,13.2,5.4
2010-07-01,2010,7,1,18.3,7.7,13,1.2
2010-07-02,2010,7,2,25.6,7.8,16.7,0.2
2010-07-03,2010,7,3,27.8,16,21.9,0.2
2010-07-04,2010,7,4,26.7,18.9,22.8,0.2
2010-07-05,2010,7,5,32.2,18.6,25.4,0.2
2010-07-06,2010,7,6,32.1,21,26.6,0
2010-07-07,2010,7,7,33.4,20.1,26.8,0
2010-07-08,2010,7,8,33,18.1,25.6,0
2010-07-09,2010,7,9,31,20.8,25.9,16
2010-07-10,2010,7,10,28.4,19.8,24.1,0.2
2010-07-11,2010,7,11,30.5,17.6,24.1,0
2010-07-12,2010,7,12,30.5,17.2,23.9,0
2010-07-13,2010,7,13,25.5,19.3,22.4,9
2010-07-14,2010,7,14,27.9,18.8,23.4,0
2010-07-15,2010,7,15,30.2,17.2,23.7,0
2010-07-16,2010,7,16,26.7,19.4,23.1,6.8
2010-07-17,2010,7,17,29.5,18.1,23.8,2.2
2010-07-18,2010,7,18,25.7,15.7,20.7,0
2010-07-19,2010,7,19,21.7,14.5,18.1,1.8
2010-07-20,2010,7,20,26.6,15.1,20.9,0
2010-07-21,2010,7,21,27,14,20.5,3.6
2010-07-22,2010,7,22,28.5,13.3,20.9,0
2010-07-23,2010,7,23,25.7,10.8,18.3,0.2
2010-07-24,2010,7,24,24.1,18.2,21.2,5.6
2010-07-25,2010,7,25,24.8,14.5,19.7,0.2
2010-07-26,2010,7,26,25.5,13.8,19.7,0
2010-07-27,2010,7,27,28.3,11.3,19.8,0
2010-07-28,2010,7,28,29.1,18.7,23.9,1.2
2010-07-29,2010,7,29,20.8,11.4,16.1,0
2010-07-30,2010,7,30,19,9.1,14.1,0
2010-07-31,2010,7,31,23.9,10.8,17.4,0
2010-08-01,2010,8,1,26.5,11.7,19.1,0
2010-08-02,2010,8,2,28.1,13.6,20.9,16.8
2010-08-03,2010,8,3,25.4,18.2,21.8,18.4
2010-08-04,2010,8,4,27.9,19,23.5,30
2010-08-05,2010,8,5,29.4,16.9,23.2,0.2
2010-08-06,2010,8,6,21.1,8.5,14.8,0
2010-08-07,2010,8,7,19.6,6.4,13,0
2010-08-08,2010,8,8,23,11.3,17.2,1.4
2010-08-09,2010,8,9,26.3,17.5,21.9,1.2
2010-08-10,2010,8,10,26.1,14,20.1,0
2010-08-11,2010,8,11,23.3,13,18.2,0
2010-08-12,2010,8,12,24.1,12.4,18.3,0
2010-08-13,2010,8,13,26.7,11.1,18.9,0
2010-08-14,2010,8,14,26.7,15,20.9,0
2010-08-15,2010,8,15,29.3,18.2,23.8,0.4
2010-08-16,2010,8,16,23.8,17,20.4,29.8
2010-08-17,2010,8,17,25.4,13.8,19.6,4.6
2010-08-18,2010,8,18,24.2,12.8,18.5,0
2010-08-19,2010,8,19,25.3,11.6,18.5,0
2010-08-20,2010,8,20,22.5,9.5,16,0
2010-08-21,2010,8,21,22.1,9.5,15.8,0
2010-08-22,2010,8,22,17.3,13.6,15.5,1
2010-08-23,2010,8,23,22.9,13.1,18,0
2010-08-24,2010,8,24,25.7,12.2,19,0
2010-08-25,2010,8,25,20.6,12.6,16.6,1
2010-08-26,2010,8,26,22.9,14.2,18.6,2.8
2010-08-27,2010,8,27,20.9,10.6,15.8,1
2010-08-28,2010,8,28,23.1,12.7,17.9,3.4
2010-08-29,2010,8,29,29.8,16.7,23.3,0
2010-08-30,2010,8,30,29.5,17.3,23.4,0
2010-08-31,2010,8,31,30.4,19.7,25.1,0
2010-09-01,2010,9,1,31.8,20.9,26.4,0
2010-09-02,2010,9,2,27,20.2,23.6,5.8
2010-09-03,2010,9,3,22.7,17,19.9,0
2010-09-04,2010,9,4,22.9,14,18.5,3
2010-09-05,2010,9,5,16.7,11.3,14,3.6
2010-09-06,2010,9,6,21.5,7.8,14.7,19
2010-09-07,2010,9,7,17.9,13.5,15.7,12.2
2010-09-08,2010,9,8,15.6,11.6,13.6,7.6
2010-09-09,2010,9,9,14.4,10.8,12.6,3.8
2010-09-10,2010,9,10,18.2,9,13.6,0
2010-09-11,2010,9,11,19,7,13,0
2010-09-12,2010,9,12,17.1,9.4,13.3,1.2
2010-09-13,2010,9,13,15,11.4,13.2,15.4
2010-09-14,2010,9,14,17.5,10.4,14,2.4
2010-09-15,2010,9,15,15.5,7.8,11.7,0.2
2010-09-16,2010,9,16,12.7,5.8,9.3,2.8
2010-09-17,2010,9,17,17.5,5.2,11.4,0.2
2010-09-18,2010,9,18,19.1,3.4,11.3,2
2010-09-19,2010,9,19,18.9,7.4,13.2,0.2
2010-09-20,2010,9,20,17.2,4.4,10.8,0
2010-09-21,2010,9,21,10.5,4.6,7.6,7.6
2010-09-22,2010,9,22,21.3,6.4,13.9,0
2010-09-23,2010,9,23,14.3,4,9.2,0
2010-09-24,2010,9,24,10,7.7,8.9,21.4
2010-09-25,2010,9,25,12.1,7.7,9.9,2.4
2010-09-26,2010,9,26,11.1,7.8,9.5,0
2010-09-27,2010,9,27,18.7,9.3,14,10.8
2010-09-28,2010,9,28,15,12.4,13.7,32.6
2010-09-29,2010,9,29,16.8,11.7,14.3,0
2010-09-30,2010,9,30,16.8,11.1,14,30.6
2010-10-01,2010,10,1,15.9,8,12,13.8
2010-10-02,2010,10,2,13.2,3.9,8.6,0
2010-10-03,2010,10,3,14.2,1,7.6,0
2010-10-04,2010,10,4,14.8,2.3,8.6,0
2010-10-05,2010,10,5,19.4,1,10.2,0
2010-10-06,2010,10,6,13.6,6.2,9.9,3.6
2010-10-07,2010,10,7,13.9,5.4,9.7,5
2010-10-08,2010,10,8,15.2,4.1,9.7,0
2010-10-09,2010,10,9,9.2,1.3,5.3,0
2010-10-10,2010,10,10,12.5,1,6.8,0
2010-10-11,2010,10,11,11.8,0.9,6.4,0
2010-10-12,2010,10,12,12.6,1.7,7.2,0
2010-10-13,2010,10,13,12.5,0.9,6.7,0
2010-10-14,2010,10,14,10.3,3.4,6.9,0
2010-10-15,2010,10,15,9,6,7.5,9.6
2010-10-16,2010,10,16,11.6,4.1,7.9,4.2
2010-10-17,2010,10,17,11.1,2.1,6.6,0.2
2010-10-18,2010,10,18,8.5,-1.9,3.3,0
2010-10-19,2010,10,19,9.3,-2.2,3.6,0
2010-10-20,2010,10,20,12.6,4.4,8.5,0
2010-10-21,2010,10,21,9,1.2,5.1,8.6
2010-10-22,2010,10,22,7.6,0.7,4.2,0
2010-10-23,2010,10,23,7.6,-3,2.3,0
2010-10-24,2010,10,24,7.6,-4,1.8,0
2010-10-25,2010,10,25,4.9,2.1,3.5,11.9
2010-10-26,2010,10,26,9.3,4.2,6.8,2.2
2010-10-27,2010,10,27,18,6.6,12.3,0.4
2010-10-28,2010,10,28,17.4,3.3,10.4,0.6
2010-10-29,2010,10,29,7.5,-0.5,3.5,0.4
2010-10-30,2010,10,30,5.4,-2.5,1.5,0
2010-10-31,2010,10,31,2.8,-2.5,0.2,0
2010-11-01,2010,11,1,7.3,-0.7,3.3,0.4
2010-11-02,2010,11,2,8.1,-4.2,2,0
2010-11-03,2010,11,3,6.8,-3.9,1.5,0.5
2010-11-04,2010,11,4,5.3,-2.5,1.4,14
2010-11-05,2010,11,5,4.6,2.7,3.7,17.3
2010-11-06,2010,11,6,6.2,0.5,3.4,0
2010-11-07,2010,11,7,2.7,-3.1,-0.2,0
2010-11-08,2010,11,8,5.7,-0.1,2.8,3.6
2010-11-09,2010,11,9,8,2.5,5.3,0
2010-11-10,2010,11,10,5.7,-0.4,2.7,0
2010-11-11,2010,11,11,7.2,-2.6,2.3,0
2010-11-12,2010,11,12,11,-3.2,3.9,0
2010-11-13,2010,11,13,9,-3.5,2.8,0
2010-11-14,2010,11,14,6,2.4,4.2,0
2010-11-15,2010,11,15,8.3,-0.5,3.9,2.1
2010-11-16,2010,11,16,9.1,0.3,4.7,0
2010-11-17,2010,11,17,6.2,3.4,4.8,42.1
2010-11-18,2010,11,18,5.2,-1.6,1.8,0.4
2010-11-19,2010,11,19,-0.2,-7.6,-3.9,0
2010-11-20,2010,11,20,1.6,-5.9,-2.2,5.6
2010-11-21,2010,11,21,-2.5,-10.2,-6.4,0
2010-11-22,2010,11,22,-0.4,-4.6,-2.5,4.3
2010-11-23,2010,11,23,2,-0.5,0.8,17.8
2010-11-24,2010,11,24,1.9,-6.5,-2.3,0.2
2010-11-25,2010,11,25,-3.3,-9.2,-6.3,0
2010-11-26,2010,11,26,-0.3,-6.9,-3.6,11
2010-11-27,2010,11,27,-0.4,-7.9,-4.2,3.1
2010-11-28,2010,11,28,-1.5,-10.5,-6,0
2010-11-29,2010,11,29,2,-5.6,-1.8,0
2010-11-30,2010,11,30,1.9,-7.1,-2.6,9.5
2010-12-01,2010,12,1,4.2,1.6,2.9,29.3
2010-12-02,2010,12,2,2,-0.7,0.7,0
2010-12-03,2010,12,3,2.4,-1.4,0.5,0
2010-12-04,2010,12,4,1.3,-3.2,-1,13.6
2010-12-05,2010,12,5,-2.9,-5.4,-4.2,0.8
2010-12-06,2010,12,6,-0.6,-5.5,-3.1,4.6
2010-12-07,2010,12,7,-3.4,-6.2,-4.8,2.5
2010-12-08,2010,12,8,-6.2,-9.3,-7.8,2.6
2010-12-09,2010,12,9,-8.6,-16.8,-12.7,0
2010-12-10,2010,12,10,-8.4,-20.5,-14.5,2.3
2010-12-11,2010,12,11,-3.8,-14.9,-9.4,4.2
2010-12-12,2010,12,12,2.3,-10.1,-3.9,10.4
2010-12-13,2010,12,13,5.6,-4.5,0.6,11.9
2010-12-14,2010,12,14,-4.5,-12,-8.3,3.7
2010-12-15,2010,12,15,-11.1,-14,-12.6,5.2
2010-12-16,2010,12,16,-9.2,-17.1,-13.2,1.1
2010-12-17,2010,12,17,-10.1,-19.6,-14.9,0
2010-12-18,2010,12,18,-5.9,-16.2,-11.1,1
2010-12-19,2010,12,19,-5.3,-14.7,-10,0.6
2010-12-20,2010,12,20,-5.9,-14.1,-10,0.7
2010-12-21,2010,12,21,0.9,-6,-2.6,0
2010-12-22,2010,12,22,0.9,-1.8,-0.5,2.5
2010-12-23,2010,12,23,0.3,-11.2,-5.5,1.1
2010-12-24,2010,12,24,-5.2,-15.1,-10.2,0
2010-12-25,2010,12,25,-6.8,-17,-11.9,0
2010-12-26,2010,12,26,-6.2,-15,-10.6,0.8
2010-12-27,2010,12,27,-5.4,-11.6,-8.5,0
2010-12-28,2010,12,28,-5.3,-12.6,-9,0
2010-12-29,2010,12,29,-4.7,-13.6,-9.2,0
2010-12-30,2010,12,30,-0.6,-6.6,-3.6,0
2010-12-31,2010,12,31,0.8,-2.9,-1.1,1
2011-01-01,2011,1,1,3.2,0.3,1.8,1.7
2011-01-02,2011,1,2,3.9,-2.1,0.9,6.5
2011-01-03,2011,1,3,-1.9,-8.1,-5,0
2011-01-04,2011,1,4,-4.8,-11.4,-8.1,0
2011-01-05,2011,1,5,-5.9,-13.5,-9.7,0
2011-01-06,2011,1,6,-6.9,-12.2,-9.6,0
2011-01-07,2011,1,7,-5.5,-12.7,-9.1,0.2
2011-01-08,2011,1,8,-0.9,-7.2,-4.1,0.5
2011-01-09,2011,1,9,-1.8,-6.1,-4,2.4
2011-01-10,2011,1,10,-1.4,-8.8,-5.1,0
2011-01-11,2011,1,11,-5.8,-12.4,-9.1,0
2011-01-12,2011,1,12,-1.1,-10,-5.6,0
2011-01-13,2011,1,13,-1.4,-9.6,-5.5,0
2011-01-14,2011,1,14,-7.6,-12.2,-9.9,0
2011-01-15,2011,1,15,-8.9,-11.2,-10.1,1
2011-01-16,2011,1,16,-8.8,-17,-12.9,1.2
2011-01-17,2011,1,17,-14.9,-20.4,-17.7,0
2011-01-18,2011,1,18,-5.4,-18.3,-11.9,5.5
2011-01-19,2011,1,19,-3.8,-14.6,-9.2,1.7
2011-01-20,2011,1,20,-10.6,-16.6,-13.6,0.9
2011-01-21,2011,1,21,-8.2,-17.7,-13,1.6
2011-01-22,2011,1,22,-15.4,-22.5,-19,0.9
2011-01-23,2011,1,23,-17,-26.6,-21.8,0
2011-01-24,2011,1,24,-19,-28.2,-23.6,0
2011-01-25,2011,1,25,-12.6,-22.8,-17.7,0.7
2011-01-26,2011,1,26,-6.4,-17.8,-12.1,0.5
2011-01-27,2011,1,27,-5,-8.4,-6.7,0
2011-01-28,2011,1,28,-3.7,-8.1,-5.9,0.8
2011-01-29,2011,1,29,-5.8,-11.5,-8.7,1.5
2011-01-30,2011,1,30,-9,-16.4,-12.7,1.5
2011-01-31,2011,1,31,-16.2,-22.4,-19.3,0
2011-02-01,2011,2,1,-12.4,-20.3,-16.4,0
2011-02-02,2011,2,2,-10.9,-16,-13.5,5.2
2011-02-03,2011,2,3,-8.9,-18.9,-13.9,0
2011-02-04,2011,2,4,-5,-9.2,-7.1,1
2011-02-05,2011,2,5,-1,-6.7,-3.9,1.5
2011-02-06,2011,2,6,-0.3,-3.5,-1.9,5.6
2011-02-07,2011,2,7,-2.6,-6.2,-4.4,6.4
2011-02-08,2011,2,8,-5.7,-18.1,-11.9,4.2
2011-02-09,2011,2,9,-8.6,-21.7,-15.2,3.4
2011-02-10,2011,2,10,-11.2,-22.4,-16.8,0
2011-02-11,2011,2,11,-8,-17.7,-12.9,0.9
2011-02-12,2011,2,12,-3.8,-16,-9.9,3.7
2011-02-13,2011,2,13,-6.8,-20.7,-13.8,6.9
2011-02-14,2011,2,14,-5.4,-10.9,-8.2,9.7
2011-02-15,2011,2,15,-10.9,-18.3,-14.6,0
2011-02-16,2011,2,16,-5.6,-17.4,-11.5,0
2011-02-17,2011,2,17,2.9,-6.6,-1.9,0.4
2011-02-18,2011,2,18,5.3,-0.5,2.4,20.2
2011-02-19,2011,2,19,1.5,-9.7,-4.1,0
2011-02-20,2011,2,20,-6.3,-11.9,-9.1,0
2011-02-21,2011,2,21,-9,-16.3,-12.7,0
2011-02-22,2011,2,22,-0.9,-18.2,-9.6,0
2011-02-23,2011,2,23,-3.1,-16.8,-10,0
2011-02-24,2011,2,24,0.1,-18.6,-9.3,0.5
2011-02-25,2011,2,25,-3,-11.5,-7.3,0.5
2011-02-26,2011,2,26,-11.5,-17.8,-14.7,0
2011-02-27,2011,2,27,-7.2,-17.5,-12.4,1.1
2011-02-28,2011,2,28,-1.5,-8.7,-5.1,22.9
2011-03-01,2011,3,1,-4.7,-15.2,-10,0
2011-03-02,2011,3,2,-0.6,-17.3,-9,4.2
2011-03-03,2011,3,3,-11.6,-22.6,-17.1,0
2011-03-04,2011,3,4,-5.2,-25.3,-15.3,1.9
2011-03-05,2011,3,5,0.4,-6,-2.8,41.6
2011-03-06,2011,3,6,0,-4.3,-2.2,23.9
2011-03-07,2011,3,7,-4.3,-15.8,-10.1,29.2
2011-03-08,2011,3,8,-6.6,-18.6,-12.6,0
2011-03-09,2011,3,9,-5.2,-16.7,-11,10.4
2011-03-10,2011,3,10,0,-5.5,-2.8,15.6
2011-03-11,2011,3,11,2.4,-0.1,1.2,12.1
2011-03-12,2011,3,12,3,0.2,1.6,3
2011-03-13,2011,3,13,4,-3.5,0.3,0
2011-03-14,2011,3,14,-3.1,-11.4,-7.3,0
2011-03-15,2011,3,15,2.8,-15.3,-6.3,0
2011-03-16,2011,3,16,1.4,-6.2,-2.4,3
2011-03-17,2011,3,17,6.2,0.9,3.6,4.1
2011-03-18,2011,3,18,6.3,-2.5,1.9,16.1
2011-03-19,2011,3,19,0.7,-7,-3.2,0
2011-03-20,2011,3,20,2.1,-10.2,-4.1,0
2011-03-21,2011,3,21,1.2,-7.5,-3.2,2.2
2011-03-22,2011,3,22,3.5,-5.2,-0.9,1.2
2011-03-23,2011,3,23,0.1,-8,-4,0.5
2011-03-24,2011,3,24,1.4,-8.5,-3.6,1.4
2011-03-25,2011,3,25,-0.7,-10.9,-5.8,2.5
2011-03-26,2011,3,26,-1.5,-8.8,-5.2,0
2011-03-27,2011,3,27,-2.2,-12.4,-7.3,0
2011-03-28,2011,3,28,1.4,-7.4,-3,0
2011-03-29,2011,3,29,3.9,-6.2,-1.2,0
2011-03-30,2011,3,30,6,-2.6,1.7,0
2011-03-31,2011,3,31,7.1,-4.5,1.3,0
2011-04-01,2011,4,1,2.8,-1.3,0.8,2.4
2011-04-02,2011,4,2,9.4,-1.2,4.1,0.8
2011-04-03,2011,4,3,7.2,-2.6,2.3,0
2011-04-04,2011,4,4,4,-3.6,0.2,9.5
2011-04-05,2011,4,5,4.3,0.2,2.3,12.3
2011-04-06,2011,4,6,2.2,-3.8,-0.8,0
2011-04-07,2011,4,7,3.4,-7.2,-1.9,0
2011-04-08,2011,4,8,6.6,-5.9,0.4,0
2011-04-09,2011,4,9,10.2,-1.3,4.5,0
2011-04-10,2011,4,10,14.3,-0.2,7.1,0
2011-04-11,2011,4,11,10.8,5.1,8,1.6
2011-04-12,2011,4,12,12.1,1.8,7,0
2011-04-13,2011,4,13,7.6,-0.6,3.5,3.8
2011-04-14,2011,4,14,7.5,-4.6,1.5,0.8
2011-04-15,2011,4,15,1.9,-7.6,-2.9,0
2011-04-16,2011,4,16,3.5,-4.3,-0.4,6.1
2011-04-17,2011,4,17,8,0.1,4.1,28.2
2011-04-18,2011,4,18,3.2,0,1.6,0.4
